WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98008,"$50,000 under $75,000",1518,692,699,3040,784,94515,1188,65454,961,1721,579,2040,510,1314,225,3384,**,444,197,286,4038,402,9326,164,1964,411,6589,21,286,738,16476,**,**,655,1149,675,2317,734,3746,565,6905,605,1585,1492,61071,650,821,103,108,320,485,49,26,66,69,0,0,0,0,**,**,1427,8131,1455,8771,366,708,1145,3449
98008,"$75,000 under $100,000",1292,855,558,3021,861,112806,1055,81173,937,1634,674,2598,622,1698,192,3173,**,494,598,266,5666,344,9580,130,1403,319,6648,**,**,780,17835,26,83,686,1341,716,2575,775,4111,618,8261,660,2061,1289,78837,681,1050,125,115,347,566,60,31,**,**,0,0,0,0,**,**,1271,11048,1273,11601,322,801,964,3701
98008,"$100,000 under $200,000",2479,2026,1015,6843,2328,341356,2234,273498,2012,3359,1651,6621,1535,4494,461,10928,**,1331,3772,388,10638,542,16372,189,2252,404,9190,52,843,1868,50539,54,351,1675,4461,1797,7247,1860,12423,1681,26592,1664,6393,2478,259339,1370,1781,310,315,522,651,216,108,**,**,0,0,0,0,48,100,2466,45690,2469,47625,786,3518,1679,7731
98008,"$200,000 or more",955,841,518,2945,1146,388231,892,261466,862,5749,783,16032,743,12313,192,10429,**,731,42122,111,5726,156,6286,54,729,88,2320,45,1247,862,38461,47,1252,771,3820,841,5807,861,11086,742,16675,795,6820,953,338105,557,3822,115,131,0,0,136,65,0,0,0,0,0,0,450,1893,954,82501,955,83909,440,8057,510,7286
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98010,,"2,482","1,211","1,181","5,212","1,632","217,440","2,055","145,683","1,356","2,608",686,"2,796",624,"2,260",355,"5,221",0,480,"28,964",253,"4,080",516,"11,515",369,"3,809",326,"4,424",0,0,"1,285","33,208",36,553,"1,144","2,643","1,223","6,065","1,276","9,426","1,138","17,009","1,056","3,168","2,117","158,970",872,"1,017",115,91,450,607,97,44,151,183,203,368,157,301,98,384,"1,978","28,978","2,067","29,998",480,"2,548","1,931","6,486"
98010,"$1 under $25,000",675,76,287,781,163,8087,478,5450,223,244,89,129,77,83,86,721,**,73,5,42,271,102,950,84,666,32,79,**,**,95,1703,**,**,80,58,71,251,91,331,59,595,50,50,345,2019,81,28,0,0,** 22,** 9,**,**,70,73,128,256,103,213,0,0,284,183,346,296,76,41,536,859
98010,"$25,000 under $50,000",508,151,229,922,261,18712,406,13752,201,284,84,105,75,62,51,490,**,59,152,47,390,104,1682,106,1356,99,670,**,**,152,2869,**,**,131,148,144,533,151,693,123,1383,109,162,478,10082,165,144,**,**,96,96,**,**,81,110,75,112,54,88,**,**,418,1143,440,1271,77,70,425,1007
98010,"$50,000 under $75,000",358,191,180,804,242,22261,310,16934,209,232,95,174,86,132,62,752,**,70,49,41,605,94,1893,72,748,71,1062,**,**,217,4264,**,**,191,278,205,745,216,1061,186,2096,166,345,354,13861,163,228,** 32,** 23,111,173,42,19,**,**,0,0,0,0,**,**,337,1749,343,1916,50,128,307,925
98010,"$75,000 under $100,000",293,218,137,784,269,25400,266,20943,188,168,86,146,78,110,45,482,**,60,134,38,692,59,1496,45,404,46,907,**,**,232,4850,**,**,208,411,222,920,230,1397,218,2697,189,361,293,17053,154,265,** 21,** 16,117,198,**,**,**,**,0,0,0,0,**,**,291,2273,291,2386,59,188,234,874
98010,"$100,000 under $200,000",511,455,261,1498,532,70595,479,58413,410,741,247,580,231,380,81,892,**,137,851,63,1459,124,4164,62,635,78,1706,**,**,454,13028,** 36,** 553,412,1209,449,2428,453,3757,433,7296,414,1226,511,51543,255,308,62,52,104,131,55,25,0,0,0,0,0,0,**,**,511,8828,511,9027,149,516,361,1725
98010,"$200,000 or more",137,120,87,423,165,72385,116,30191,125,939,85,1662,77,1493,30,1884,**,81,27773,** 22,** 663,33,1330,**,**,**,**,**,**,135,6494,**,**,122,539,132,1188,135,2187,119,2942,128,1024,136,64412,54,44,**,**,**,**,**,**,0,0,0,0,0,0,98,384,137,14802,136,15102,69,1605,68,1096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98011,,"13,837","5,884","5,216","27,219","7,718","945,615","11,819","768,035","7,164","8,214","4,265","11,619","3,805","7,079","1,891","27,915",0,"3,098","12,642","1,322","19,413","2,340","47,025",1564,"16,709","1,552","19,440",83,971,"6,289","145,447",157,704,"5,488","13,128","5,902","22,956","6,231","37,750","5,535","72,325","5,146","16,272","11,749","660,312","4,917","8,179",708,664,"2,247","2,821",619,315,915,"1,347",1044,"1,671",834,"1,371",244,637,"10,949","110,328","11,414","115,305","2,829","8,747","10,555","28,926"
98011,"$1 under $25,000",3888,440,1366,4773,978,47152,2871,33734,1203,1183,626,1026,546,528,480,3229,**,451,-333,292,1765,526,4561,390,3423,174,314,**,**,410,8363,**,**,336,1144,334,1049,396,2245,264,2591,289,497,1949,12589,501,184,**,**,100,32,** 25,** 6,478,631,757,1280,636,1078,**,**,1642,1170,1966,1713,510,277,2976,4467
98011,"$25,000 under $50,000",3120,741,1161,5436,1325,114868,2662,90227,1248,1319,568,1375,497,748,349,4128,**,393,-83,263,2602,499,7773,440,5323,466,3210,**,**,913,15821,32,40,787,919,797,2608,900,3680,707,6571,675,1387,2987,64191,1081,965,97,71,521,484,80,44,364,613,287,391,198,293,**,**,2590,7233,2701,8043,488,559,2602,5496
98011,"$50,000 under $75,000",2097,894,794,4113,1082,129246,1829,102898,1166,1006,606,1383,523,747,284,3432,**,410,123,254,3351,442,9737,274,2987,370,5352,** 33,** 224,1155,21435,** 25,** 79,966,1407,1069,3485,1142,5156,1001,10695,896,2200,2085,84765,814,1110,117,104,466,690,72,35,73,103,0,0,0,0,**,**,2001,11427,2030,12166,434,837,1652,4772
98011,"$75,000 under $100,000",1584,1063,615,3771,1116,137632,1441,111783,1087,1354,644,1362,577,906,260,3971,**,428,276,199,3526,336,8410,168,1958,268,5006,**,**,1129,25147,23,69,988,2522,1073,3949,1121,6695,1035,13099,941,2620,1581,94884,822,1281,153,136,491,770,91,49,**,**,0,0,0,0,**,**,1572,13309,1573,14077,352,897,1228,4349
98011,"$100,000 under $200,000",2636,2277,1006,7569,2645,354325,2527,307554,1994,1940,1427,3169,1290,2209,430,8083,**,1059,2601,269,5410,457,13334,260,2689,239,4895,50,747,2221,56991,77,516,1989,5352,2173,9301,2211,15321,2111,31352,1925,6941,2636,265267,1444,1947,282,274,669,845,284,147,**,**,0,0,0,0,52,107,2633,45498,2633,47031,812,2800,1821,7658
98011,"$200,000 or more",512,469,274,1557,572,162392,489,121839,466,1412,394,3304,372,1941,88,5072,**,357,10058,45,2759,80,3210,** 32,** 329,35,663,**,**,461,17690,**,**,422,1784,456,2564,461,4653,417,8017,420,2627,511,138616,255,2692,59,79,0,0,67,34,0,0,0,0,0,0,192,530,511,31691,511,32275,233,3377,276,2184
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98012,,"25,264","12,017","10,307","53,277","16,769","1,859,578","21,957","1,499,346","13,198","17,540","7,116","18,665","6,365","11,927","3,570","57,868",23,"5,349","31,149","2,280","40,539","3,932","81,382","2,959","33,019","2,498","33,309",159,"2,421","12,487","301,591",394,"2,318","10,791","22,980","11,764","46,245","12,361","73,461","11,205","161,513","9,922","31,340","21,822","1,291,004","9,636","12,476",1026,907,"5,122","6,926","1,276",698,"1,673","2,212","1,953","3,485","1,603","2,834",509,"1,478","20,337","219,069","21,168","229,734","5,025","19,445","19,541","61,792"
98012,"$1 under $25,000",6210,751,2309,7456,1634,75311,4720,55862,1833,1839,851,1655,743,803,729,5288,**,638,-520,369,2455,694,6106,597,5568,234,416,**,**,741,13192,**,**,616,562,600,1997,714,2702,490,5296,459,807,3099,20543,890,393,**,**,151,55,29,10,719,869,1291,2458,1101,2062,**,**,2554,1834,3066,2781,691,435,4902,7578
98012,"$25,000 under $50,000",5237,1355,2050,9456,2665,194037,4474,152752,1957,2063,789,1973,686,877,673,7949,** 23,607,-52,436,4154,771,11986,816,10113,659,4439,** 30,** 156,1581,29771,55,106,1317,1656,1420,4637,1548,6540,1301,14379,1100,2204,4964,105519,1851,1720,98,69,998,976,171,94,709,1027,662,1027,502,772,**,**,4296,11755,4536,13205,764,1207,4428,10314
98012,"$50,000 under $75,000",4064,1927,1743,8757,2690,252425,3632,206710,2256,2488,1037,2324,907,1276,569,7256,**,767,412,417,6095,692,14205,546,6573,540,7940,**,**,2300,46095,68,159,1929,2911,2111,7154,2262,10489,2035,24832,1707,3652,4017,159426,1778,2603,188,140,1180,1772,175,95,204,271,0,0,0,0,**,**,3804,20778,3867,22262,759,1791,3292,10269
98012,"$75,000 under $100,000",3381,2406,1395,8745,2927,294289,3090,244218,2206,2323,1171,2143,1041,1263,573,7622,**,841,999,381,7639,628,15900,408,4666,473,8684,** 20,** 185,2416,55006,73,260,2090,4110,2302,8484,2397,13190,2240,30348,1924,5122,3371,198121,1852,3103,231,200,1276,2136,226,120,41,45,0,0,0,0,**,**,3325,26789,3338,28314,700,2044,2680,10331
98012,"$100,000 under $200,000",5398,4689,2248,15807,5663,724873,5127,625225,4085,4403,2632,6194,2387,4310,851,18713,**,1900,5531,574,16255,980,26767,533,5385,505,10205,61,764,4557,123114,148,811,4045,10463,4453,18729,4549,30766,4326,70660,3913,13522,5397,535263,2853,3762,417,389,1517,1987,562,310,**,**,0,0,0,0,103,207,5384,91380,5387,94883,1636,6779,3745,17081
98012,"$200,000 or more",974,889,562,3056,1190,318643,914,214579,861,4424,636,4376,601,3398,175,11040,**,596,24779,103,3941,167,6418,59,714,87,1625,48,1316,892,34413,50,982,794,3278,878,5244,891,9774,813,15998,819,6033,974,272132,412,895,92,109,**,**,113,69,0,0,0,0,0,0,406,1271,974,66533,974,68289,475,7189,494,6219
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98014,,"3,304","1,637","1,530","6,928","2,120","276,751","2,822","215,024","1,691","3,579","1,017","4,958",918,"3,308",585,"10,400",54,823,"7,181",273,"4,712",506,"10,272",450,"4,832",301,"3,849",27,552,"1,733","48,033",33,228,"1,550","3,609","1,648","8,996","1,718","13,038","1,535","24,067","1,389","4,550","2,756","195,985","1,125","1,319",183,177,508,660,107,62,217,329,280,460,208,357,127,647,"2,562","37,928","2,703","39,675",650,"3,190","2,556","8,937"
98014,"$1 under $25,000",958,115,374,1139,250,11315,719,8644,272,278,126,272,111,159,129,961,29,104,-58,48,260,103,1014,104,915,38,63,**,**,126,2334,**,**,111,95,107,446,124,555,80,860,82,121,468,2962,112,43,**,**,** 24,** 9,**,**,104,133,202,345,157,273,0,0,382,269,477,438,102,75,770,1204
98014,"$25,000 under $50,000",621,194,286,1181,328,22743,519,16849,254,248,117,293,100,175,111,1407,**,90,98,50,301,93,1599,121,1540,69,447,**,**,207,4055,**,**,174,193,182,768,203,998,167,1996,139,210,576,11718,210,191,** 28,** 25,108,105,**,**,85,152,78,115,51,84,0,0,500,1277,530,1531,99,182,516,1239
98014,"$50,000 under $75,000",443,248,222,941,246,27440,382,20704,246,241,125,322,107,187,87,1343,**,83,225,44,750,90,2269,84,924,76,1055,**,**,275,5667,**,**,247,397,257,1133,270,1557,246,2922,196,371,437,16815,172,214,29,26,96,142,38,21,28,44,0,0,0,0,**,**,415,2148,425,2376,104,247,339,1130
98014,"$75,000 under $100,000",356,261,171,909,290,31000,332,25963,206,294,126,360,115,262,73,819,**,89,234,32,573,74,1538,55,458,46,836,**,**,274,6635,** 33,** 228,241,474,264,1251,273,1761,247,3681,222,542,353,20313,182,286,** 33,** 32,114,179,**,**,**,**,0,0,0,0,22,35,345,2738,349,2895,69,146,287,1057
98014,"$100,000 under $200,000",693,602,326,2030,729,94639,657,80319,516,818,354,1486,322,1045,140,2766,** 25,288,829,75,1707,119,3075,86,995,72,1448,27,552,631,18564,**,**,569,1502,620,3468,628,5159,594,9920,552,1729,689,68103,358,496,72,68,166,225,69,41,**,**,0,0,0,0,**,**,688,11563,690,12084,183,769,505,2425
98014,"$200,000 or more",233,217,151,728,277,89614,213,62545,197,1700,169,2225,163,1480,45,3104,**,169,5853,24,1121,27,777,**,**,**,**,**,**,220,10778,**,**,208,948,218,1930,220,3008,201,4688,198,1577,233,76074,91,89,** 21,** 26,**,**,**,**,0,0,0,0,0,0,105,612,232,19933,232,20351,93,1771,139,1882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98019,,"4,845","2,666","2,049","11,191","3,822","413,705","4,307","342,501","2,561","3,098","1,578","4,215","1,441","2,791",829,"11,812",51,"1,279","11,087",431,"7,334",708,"12,640",644,"7,620",416,"5,380",33,682,"2,771","71,252",69,274,"2,441","5,645","2,665","12,236","2,752","18,438","2,557","39,108","2,231","6,909","4,160","291,258","1,859","2,975",273,244,998,"1,392",225,119,311,421,339,576,281,468,163,589,"3,924","50,848","4,084","53,327","1,009","4,228","3,716","13,325"
98019,"$1 under $25,000",1133,151,407,1386,317,13023,870,9378,333,405,158,324,138,147,162,1014,**,140,-88,76,517,125,991,115,1042,40,65,**,**,136,2682,**,**,112,138,109,442,129,594,94,943,74,111,524,3332,114,46,**,**,27,12,** 20,** 10,141,181,231,406,197,334,0,0,456,309,558,488,121,60,908,1266
98019,"$25,000 under $50,000",887,264,395,1657,459,32491,758,24682,338,399,149,500,137,313,129,1351,28,119,424,76,842,126,1998,183,2506,122,796,**,**,325,6256,** 30,** 47,279,343,301,1165,320,1552,271,2964,223,379,817,16720,300,254,31,24,153,145,**,**,120,179,108,170,84,134,0,0,701,1854,745,2115,140,204,735,1761
98019,"$50,000 under $75,000",606,332,293,1397,441,37703,540,29544,338,332,162,365,140,219,115,1859,**,126,406,68,876,92,2015,116,1345,82,1151,**,**,382,7686,**,**,329,485,366,1427,381,1955,354,4247,291,572,602,22889,283,408,** 39,** 33,173,276,21,9,50,61,0,0,0,0,**,**,561,2816,572,3173,138,341,467,1601
98019,"$75,000 under $100,000",578,449,255,1542,513,50627,539,41479,368,434,205,375,189,277,107,1444,**,146,166,72,1314,111,2737,103,1260,79,1468,**,**,422,9875,**,**,376,718,408,1804,419,2575,402,5732,340,799,576,33531,308,559,52,39,223,382,35,18,**,**,0,0,0,0,**,**,569,4381,571,4774,114,300,462,1740
98019,"$100,000 under $200,000",1340,1195,518,4186,1645,184039,1312,166147,929,896,701,1020,643,766,263,3286,23,547,887,114,2945,209,4083,107,1210,93,1900,** 33,** 682,1216,33026,39,227,1077,2724,1197,5583,1213,8542,1165,19415,1033,3244,1340,134516,733,1072,127,113,422,577,117,63,**,**,0,0,0,0,28,39,1336,22923,1337,23729,354,1362,985,4841
98019,"$200,000 or more",301,275,181,1023,447,95822,288,71271,255,632,203,1631,194,1069,53,2858,**,201,9292,25,840,45,816,20,257,**,**,**,**,290,11727,**,**,268,1237,284,1815,290,3220,271,5807,270,1804,301,80270,121,636,** 24,** 35,**,**,32,19,0,0,0,0,0,0,135,550,301,18565,301,19048,142,1961,159,2116
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98020,,"10,267","4,567","5,238","18,696","4,322","984,840","7,198","525,721","6,608","23,368","4,476","45,215","4,083","33,761","1,791","47,563",28,"3,703","95,349","2,044","44,126","2,800","72,064",858,"9,466","2,558","36,964",146,"2,666","5,304","156,562",160,"1,160","4,820","11,610","4,930","26,126","5,273","39,735","3,976","61,864","4,595","24,402","8,642","737,515","3,537","6,547",535,516,1051,"1,379",325,171,337,403,585,774,443,618,481,"2,689","8,104","142,553","8,454","150,381","2,568","16,435","7,138","29,827"
98020,"$1 under $25,000",2835,377,1189,3053,360,33377,1661,18554,1322,1929,838,2351,754,1173,401,3276,**,679,-558,395,2421,598,5399,212,1817,253,476,**,**,555,11313,**,**,491,530,444,1768,548,2273,291,3162,379,723,1387,8534,342,115,**,**,46,20,**,**,154,170,447,577,340,472,**,**,1132,795,1377,1313,431,298,1926,2686
98020,"$25,000 under $50,000",2075,523,955,3157,517,76636,1418,45814,1111,2255,672,2757,601,1600,311,4090,**,540,-125,403,3868,592,11068,253,3186,639,4542,**,**,728,14263,33,69,657,785,632,2457,719,3353,472,5044,567,1253,1949,42332,633,478,68,50,225,223,39,17,125,153,138,197,103,146,**,**,1770,4814,1837,5541,414,692,1611,3396
98020,"$50,000 under $75,000",1469,601,770,2669,593,90966,1032,53217,969,2790,629,3249,568,1863,241,3415,** 28,510,432,358,5291,487,12597,141,1582,542,8128,36,332,837,18700,46,140,742,1208,773,3170,831,4540,607,7331,712,1922,1437,57723,562,611,97,91,219,328,45,26,58,80,0,0,0,0,**,**,1374,7770,1400,8407,388,827,1068,3194
98020,"$75,000 under $100,000",1144,761,622,2492,583,99610,851,61280,869,2322,591,3474,537,2189,199,3923,**,465,1015,311,6558,378,11094,84,1024,394,7754,**,**,807,19439,**,**,734,1469,766,3477,802,5154,636,8313,710,2145,1134,68170,547,663,82,70,250,375,58,25,**,**,0,0,0,0,**,**,1110,9699,1116,10423,317,943,821,3079
98020,"$100,000 under $200,000",1939,1605,1085,5041,1491,265594,1596,176517,1595,4913,1120,8080,1033,5507,418,10794,**,923,5236,430,13118,566,22751,142,1583,537,11303,42,580,1613,47975,41,241,1484,4029,1564,8175,1609,12795,1372,23069,1498,6607,1933,195869,1014,1134,204,212,311,433,133,70,**,**,0,0,0,0,59,262,1917,33719,1923,35636,669,3452,1261,6804
98020,"$200,000 or more",805,700,617,2284,778,418657,640,170339,742,9159,626,25304,590,21429,221,22065,**,586,89349,147,12870,179,9155,26,274,193,4761,68,1754,764,44872,40,710,712,3589,751,7079,764,11620,598,14945,729,11752,802,364887,439,3546,84,93,0,0,50,33,0,0,0,0,0,0,422,2427,801,85756,801,89061,349,10223,451,10668
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98021,,"12,601","6,287","4,962","26,433","8,078","956,032","10,814","787,230","6,929","8,956","3,778","8,978","3,413","5,349","1,873","26,326",0,"2,917","16,182","1,205","18,183","2,133","39,339","1,389","15,383","1,316","16,004",77,"1,001","6,222","155,660",167,"1,446","5,432","12,030","5,896","22,944","6,164","37,389","5,547","82,134","5,041","17,599","10,780","667,773","4,639","5,982",624,585,"2,299","3,082",658,349,617,797,801,"1,213",646,960,293,719,"10,159","113,817","10,549","118,800","2,670","9,837","9,508","29,425"
98021,"$1 under $25,000",3217,436,1101,3521,531,36897,2304,25350,1084,1018,500,867,438,407,340,2105,**,388,-153,278,1754,485,4302,274,2794,162,262,**,**,415,7393,**,**,310,268,334,1058,391,1382,271,2975,273,456,1550,9635,380,150,**,**,67,24,**,**,263,303,537,826,455,685,**,**,1310,875,1550,1250,427,220,2397,3158
98021,"$25,000 under $50,000",2422,623,978,4077,962,88751,2012,67269,984,1231,426,1110,380,600,337,3542,**,327,33,238,2436,413,6609,381,4592,390,2589,** 25,** 198,695,13228,** 26,** 39,585,667,618,2052,685,2833,544,6050,478,970,2285,49302,777,673,77,56,358,333,74,40,259,374,264,387,191,275,**,**,2019,5621,2125,6368,400,593,2004,4486
98021,"$50,000 under $75,000",1907,903,804,3941,1106,118256,1675,94112,1048,1022,498,1114,438,621,318,3782,**,340,168,218,3098,385,8039,246,2675,330,4844,**,**,1025,20344,42,118,856,1316,962,3281,1009,4773,898,10759,790,1828,1893,75886,761,1054,108,88,470,687,71,37,95,120,0,0,0,0,**,**,1803,10042,1842,10828,381,810,1522,4624
98021,"$75,000 under $100,000",1580,1166,660,4078,1320,137507,1464,115551,1036,1065,526,1001,466,620,259,3427,**,398,312,182,3152,293,6999,205,2249,210,3775,**,**,1104,24705,**,**,994,1950,1054,3729,1098,5913,1009,13476,905,2435,1578,93042,851,1381,130,111,577,933,97,47,**,**,0,0,0,0,**,**,1560,12514,1564,13215,325,927,1254,4561
98021,"$100,000 under $200,000",2894,2613,1110,8913,3386,395190,2807,353054,2256,2653,1433,2925,1320,1745,494,8108,**,1089,2270,248,5610,469,9885,255,2793,198,3980,32,402,2448,66954,70,450,2205,5833,2396,9787,2446,16493,2325,38824,2109,7192,2893,290950,1615,2286,264,274,827,1105,330,181,**,**,0,0,0,0,62,93,2886,49489,2887,51012,856,3279,2035,9498
98021,"$200,000 or more",581,546,309,1903,773,179431,552,131894,521,1967,395,1961,371,1356,125,5362,**,375,13552,41,2133,88,3505,28,280,26,554,** 20,** 401,535,23036,29,839,482,1996,532,3037,535,5995,500,10050,486,4718,581,148958,255,438,45,56,**,**,86,44,0,0,0,0,0,0,231,626,581,35276,581,36127,281,4008,296,3098
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98022,,"10,094","4,521","5,439","20,446","5,969","608,624","8,254","444,310","4,730","7,777","2,398","7,429","2,155","5,063","1,293","18,731",259,"1,705","12,000","1,072","19,752","2,248","50,149","1,423","14,818","1,474","17,840",42,641,"4,330","100,127",74,523,"3,945","8,193","4,099","16,993","4,301","26,150","3,707","47,981","3,393","10,182","8,290","402,642","3,337","4,641",505,416,"1,762","2,357",258,135,875,"1,265",982,"1,772",810,"1,538",137,501,"7,589","64,184","7,956","67,979","1,831","7,191","7,971","23,339"
98022,"$1 under $25,000",3242,465,1492,4204,907,40155,2373,27202,947,1145,438,1354,395,938,297,1891,38,323,-178,238,1232,563,5883,371,3069,179,306,**,**,385,7550,**,**,336,292,317,1168,376,1496,235,2682,257,469,1597,9739,378,143,**,**,111,44,**,**,436,539,674,1312,581,1183,**,**,1332,895,1564,1258,331,172,2650,4321
98022,"$25,000 under $50,000",2366,734,1213,4544,1255,86506,1900,61781,888,1185,408,1186,355,597,260,2683,39,307,181,256,2436,514,9227,432,5296,472,3130,**,**,722,13048,**,**,625,934,653,2226,712,3238,551,5586,494,992,2224,45060,835,725,103,60,466,441,68,32,322,553,308,460,229,355,**,**,1916,4913,2007,5500,313,478,2034,4886
