"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 2001",,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Total Tax,,Schedule C,Schedule F  , Schedule A ,
"Under $10,000        ","1,351","1,355",246,"5,051","1,060","5,727",391,351,412,85,171,**        ,71,
"$10,000 under $25,000","2,211","3,744",793,"38,519","1,805","29,563",804,"1,059","1,709","2,057",238,--        ,259,
"$25,000 under $50,000","3,205","6,133","1,735","116,859","2,987","102,411","1,547","1,656","3,049","10,713",338,**        ,"1,123",
"$50,000 or more      ","2,764","7,563","2,488","210,434","2,612","176,805","1,997","3,178","2,752","28,359",385,**        ,"1,842",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98045                ,"6,333","13,632","4,138","420,845","5,631","359,234","3,863","7,405","5,395","69,217",960,20,"3,197",
"Under $10,000        ",998,761,123,"2,366",775,"7,567",368,437,344,76,102,*       10,56,
"$10,000 under $25,000",946,"1,519",291,"16,279",764,"12,129",386,666,742,887,102,**        ,143,
"$25,000 under $50,000","1,327","2,505",642,"49,014","1,199","41,353",682,"1,041","1,266","4,415",184,**        ,507,
"$50,000 or more      ","3,062","8,847","3,082","353,186","2,893","298,185","2,427","5,261","3,043","63,839",572,10,"2,491",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98046                ,749,"1,301",301,"31,130",637,"21,356",354,"1,196",578,"4,689",110,**        ,180,
"Under $10,000        ",155,175,22,442,109,774,54,60,33,6,25,--        ,15,
"$10,000 under $25,000",194,317,66,"3,413",163,"2,660",63,55,155,199,26,--        ,12,
"$25,000 under $50,000",225,377,89,"8,024",207,"6,821",110,165,216,813,26,--        ,51,
"$50,000 or more      ",175,432,124,"19,251",158,"11,101",127,916,174,"3,671",33,**        ,102,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98047                ,"2,278","4,887","1,680","88,071","2,117","78,322",940,986,"1,816","9,203",209,**        ,739,
"Under $10,000        ",361,372,100,"1,705",323,"1,534",68,37,93,16,22,--        ,**        ,
"$10,000 under $25,000",538,954,268,"9,370",474,"7,852",136,160,397,450,31,**        ,*       51,
"$25,000 under $50,000",690,"1,556",566,"25,578",651,"23,143",259,291,643,"2,126",75,--        ,212,
"$50,000 or more      ",689,"2,005",746,"51,418",669,"45,793",477,498,683,"6,611",81,**        ,476,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98050                ,307,648,168,"43,369",253,"31,720",216,933,267,"11,153",55,**        ,153,
"Under $10,000        ",49,46,10,27,33,251,19,168,16,16,*       10,**        ,*       13,
"$10,000 under $25,000",41,57,8,755,32,631,22,55,38,51,**        ,--        ,**        ,
"$25,000 under $50,000",65,126,23,"2,437",56,"1,871",38,65,63,212,13,--        ,26,
"$50,000 or more      ",152,419,127,"40,150",132,"28,967",137,645,150,"10,874",32,**        ,114,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98051                ,"1,382","2,995",906,"71,587","1,222","59,023",839,"1,288","1,162","9,256",209,22,662,
"Under $10,000        ",212,166,28,893,172,825,76,46,81,24,23,*       11,12,
"$10,000 under $25,000",259,450,104,"4,497",202,"3,296",111,263,200,229,31,**        ,54,
"$25,000 under $50,000",327,696,194,"12,058",292,"10,131",175,241,300,"1,039",43,**        ,136,
"$50,000 or more      ",584,"1,683",580,"54,139",556,"44,771",477,738,581,"7,964",112,11,460,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98052                ,"24,720","48,511","12,838","2,134,936","21,712","1,756,885","16,037","44,774","21,517","446,796","3,051",38,"10,177",
"Under $10,000        ","3,441","2,410",356,"-2,920","2,545","13,814","1,550","1,461","1,242",301,261,--        ,230,
"$10,000 under $25,000","3,439","5,338","1,024","59,769","2,775","45,673","1,443","2,388","2,711","3,371",368,**        ,532,
"$25,000 under $50,000","5,191","8,861","1,805","190,879","4,594","158,517","2,753","4,882","4,971","19,268",562,**        ,"1,528",
"$50,000 or more      ","12,649","31,902","9,653","1,887,208","11,798","1,538,881","10,291","36,043","12,593","423,856","1,860",*       38,"7,887",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98053                ,"5,858","13,426","4,549","796,830","5,007","653,941","4,304","16,810","4,991","194,132","1,039",50,"3,486",
"Under $10,000        ","1,011",553,84,"-7,061",679,"3,430",487,357,380,158,94,**        ,84,
"$10,000 under $25,000",627,877,151,"10,727",470,"7,708",294,497,482,583,88,**        ,140,
"$25,000 under $50,000",787,"1,471",351,"28,977",669,"22,248",487,816,718,"2,561",141,**        ,342,
"$50,000 or more      ","3,433","10,525","3,963","764,187","3,189","620,555","3,036","15,140","3,411","190,830",716,*       50,"2,920",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98054                ,128,241,32,"13,140",90,"5,774",98,594,109,"3,258",24,--        ,57,
"Under $10,000        ",21,23,1,69,11,63,11,22,**        ,**          ,*       11,--        ,**        ,
"$10,000 under $25,000",21,41,3,362,11,200,12,29,*       23,*         20,**        ,--        ,*       15,
"$25,000 under $50,000",27,44,7,"1,009",21,724,19,13,27,107,*       13,--        ,**        ,
"$50,000 or more      ",59,133,21,"11,700",47,"4,787",56,530,59,"3,131",**        ,--        ,42,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98055                ,"13,239","24,926","6,415","571,199","11,774","471,398","6,755","14,330","11,040","75,273","1,319",12,"4,057",
"Under $10,000        ","1,819","1,990",367,"5,969","1,440","7,868",557,"1,315",511,104,180,**        ,83,
"$10,000 under $25,000","3,028","5,221","1,255","53,417","2,539","42,287","1,041","1,814","2,342","2,827",271,*       12,300,
"$25,000 under $50,000","4,348","7,652","1,925","156,422","4,010","137,711","2,023","2,612","4,159","15,126",355,**        ,"1,130",
"$50,000 or more      ","4,044","10,063","2,868","355,391","3,785","283,532","3,134","8,589","4,028","57,216",513,**        ,"2,544",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98056                ,"13,123","25,824","6,516","689,126","11,489","559,534","7,607","16,448","11,251","99,311","1,509",18,"5,108",
"Under $10,000        ","1,637","1,668",351,"4,738","1,277","6,963",585,441,527,116,148,**        ,98,
"$10,000 under $25,000","2,568","4,382",911,"45,337","2,061","34,849",990,"1,756","1,998","2,483",248,**        ,317,
"$25,000 under $50,000","3,859","7,053","1,757","140,690","3,477","119,681","1,942","2,834","3,684","13,447",337,**        ,"1,147",
"$50,000 or more      ","5,059","12,721","3,497","498,361","4,674","398,041","4,090","11,417","5,042","83,265",776,*       18,"3,546",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98057                ,561,"1,001",205,"28,699",466,"21,381",330,953,478,"4,804",82,**        ,186,
"Under $10,000        ",79,114,15,241,50,319,33,61,21,5,15,**        ,10,
"$10,000 under $25,000",115,189,37,"2,002",88,"1,329",40,83,96,116,21,--        ,13,
"$25,000 under $50,000",169,273,53,"6,091",146,"5,010",95,89,164,634,19,--        ,49,
"$50,000 or more      ",198,425,100,"20,365",182,"14,723",162,720,197,"4,049",27,--        ,114,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98058                ,"18,084","38,548","11,890","962,780","16,068","797,524","11,137","17,285","15,216","132,834","2,129",32,"7,788",
"Under $10,000        ","2,855","2,149",470,"10,696","2,336","11,515","1,150",698,"1,010",218,196,**        ,114,
"$10,000 under $25,000","2,985","5,053","1,221","52,113","2,442","39,964","1,191","1,737","2,258","2,779",319,*       14,378,
"$25,000 under $50,000","4,497","8,876","2,443","163,915","4,006","136,076","2,329","3,032","4,233","14,913",482,**        ,"1,526",
"$50,000 or more      ","7,747","22,470","7,756","736,056","7,284","609,969","6,467","11,818","7,715","114,924","1,132",18,"5,770",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98059                ,"12,581","26,116","7,444","746,261","10,977","608,308","8,234","14,580","10,947","114,174","1,553",27,"5,483",
"Under $10,000        ","1,830","1,180",194,"5,678","1,344","6,735",820,463,786,215,125,*       11,80,
"$10,000 under $25,000","2,008","3,266",631,"34,744","1,572","25,308",919,"1,525","1,589","1,931",195,**        ,263,
"$25,000 under $50,000","3,168","6,023","1,515","116,486","2,829","96,446","1,800","2,740","3,015","10,887",361,**        ,"1,031",
"$50,000 or more      ","5,575","15,647","5,104","589,353","5,232","479,819","4,695","9,852","5,557","101,141",872,16,"4,109",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98061                ,189,370,71,"11,433",119,"5,091",132,543,153,"1,919",43,--        ,77,
"Under $10,000        ",48,42,8,-9,30,131,26,28,20,4,*       10,--        ,*       10,
"$10,000 under $25,000",32,64,11,564,14,194,21,57,26,29,**        ,--        ,**        ,
"$25,000 under $50,000",37,73,10,"1,277",22,626,21,34,35,104,14,--        ,15,
"$50,000 or more      ",72,191,42,"9,601",53,"4,140",64,424,72,"1,782",19,--        ,52,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98062                ,228,492,65,"16,112",142,"7,247",189,"1,005",205,"2,808",40,**        ,117,
"Under $10,000        ",23,20,3,108,15,88,12,14,11,2,**        ,**        ,**        ,
"$10,000 under $25,000",46,67,5,712,26,398,34,62,39,35,*       18,--        ,*       16,
"$25,000 under $50,000",55,114,6,"1,984",30,890,44,228,54,181,**        ,--        ,27,
"$50,000 or more      ",104,291,51,"13,308",71,"5,871",99,701,101,"2,590",22,--        ,74,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98063                ,519,"1,023",220,"20,013",400,"18,219",335,"1,846",441,"4,535",92,**        ,210,
"Under $10,000        ",69,86,9,"-9,250",44,439,29,421,26,6,19,--        ,10,
"$10,000 under $25,000",92,157,28,"1,582",71,"1,199",38,66,67,79,10,--        ,19,
"$25,000 under $50,000",157,294,70,"6,018",127,"4,684",94,287,149,606,23,**        ,43,
"$50,000 or more      ",201,486,113,"21,663",158,"11,897",174,"1,072",199,"3,844",40,**        ,138,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98064                ,541,"1,123",247,"28,949",434,"18,615",343,875,444,"3,976",93,**        ,225,
"Under $10,000        ",56,62,4,172,34,166,25,17,18,3,**        ,--        ,**        ,
"$10,000 under $25,000",113,223,65,"1,949",87,"1,411",42,66,68,87,*       27,**        ,*       20,
"$25,000 under $50,000",160,318,72,"5,715",137,"4,326",87,200,147,518,26,--        ,53,
"$50,000 or more      ",212,520,106,"21,113",176,"12,712",189,592,211,"3,368",40,**        ,152,
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
98065                ,"2,823","5,997","1,754","198,078","2,568","167,656","1,726","2,584","2,421","32,251",435,14,"1,436",
"Under $10,000        ",374,303,67,"1,419",290,"1,419",124,62,118,28,43,**        ,17,
"$10,000 under $25,000",429,724,152,"7,403",351,"5,547",174,284,333,399,48,**        ,52,
"$25,000 under $50,000",600,"1,133",320,"22,123",563,"19,381",294,259,563,"2,027",69,*       14,221,
"$50,000 or more      ","1,420","3,837","1,215","167,133","1,364","141,309","1,134","1,979","1,407","29,797",275,**        ,"1,146",
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,            ,          ,          ,          ,
