WASHINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
98008,"$50,000 under $75,000",1536,662,700,3031,833,95320,1212,67161,923,1506,562,2528,521,1766,208,3181,**,490,796,281,4111,398,9063,141,1165,391,6032,42,402,699,14425,20,48,628,949,613,2226,691,3310,509,5671,559,1631,1514,62653,609,696,30,7,314,462,46,24,55,75,0,0,0,0,**,**,1450,8379,1475,9010,364,720,1090,3103
98008,"$75,000 under $100,000",1267,818,538,2891,803,110793,1035,80597,889,1187,611,2391,558,1519,196,3642,**,477,618,259,5434,314,9113,103,1016,323,6649,**,**,731,15998,29,94,633,1176,680,2632,724,4003,596,7347,630,1921,1264,78665,601,804,49,26,312,511,49,28,**,**,0,0,0,0,**,**,1246,11325,1255,11978,317,846,887,2985
98008,"$100,000 under $200,000",2572,2031,1110,6890,2286,358552,2295,285296,1983,2650,1668,7078,1559,5151,443,10396,**,1377,4270,430,13289,567,17855,169,1579,445,10176,50,838,1860,48904,66,397,1666,4517,1779,7841,1858,13093,1648,24575,1642,6176,2571,276577,1274,1342,144,33,499,573,234,114,**,**,0,0,0,0,71,171,2563,49696,2563,51367,870,3618,1572,6655
98008,"$200,000 or more",1088,963,598,3333,1283,455857,1027,320586,985,6368,887,15461,860,11143,222,11403,**,863,45693,152,8349,184,6274,39,430,107,2711,49,1185,956,41841,55,1057,845,4138,942,6891,956,13059,814,16067,891,7884,1086,400252,618,3068,76,30,0,0,163,72,0,0,0,0,0,0,506,2437,1085,101799,1085,103234,556,9745,408,3818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98010,,"2,521","1,184","1,166","5,087","1,587","198,728","2,090","146,437","1,291","2,224",707,"2,794",650,"2,067",327,"5,376",0,496,"6,622",278,"5,362",526,"13,199",291,"2,669",358,"4,831",0,0,"1,229","31,456",33,183,"1,116","2,661","1,177","6,118","1,221","9,229","1,085","15,457","1,028","3,227","2,147","141,026",834,"1,063",58,11,408,569,93,49,122,163,202,348,154,292,90,322,"2,017","24,737","2,098","25,770",459,"2,204","1,922","5,742"
98010,"$1 under $25,000",720,63,285,738,158,8310,536,5676,218,99,101,334,92,187,83,421,**,71,42,42,252,100,866,68,545,35,59,**,**,69,1120,**,**,58,36,59,189,66,232,53,443,40,43,379,2398,89,26,22,3,**,**,**,**,56,68,139,260,113,230,0,0,319,217,371,316,70,56,576,847
98010,"$25,000 under $50,000",488,128,215,842,227,17917,383,12822,172,177,92,296,82,223,48,565,**,63,3,50,474,107,1908,86,995,102,682,**,**,151,2741,**,**,138,157,130,492,150,670,113,1122,105,179,459,9755,161,132,**,**,93,85,**,**,66,95,63,88,41,62,**,**,411,1091,433,1212,75,114,398,861
98010,"$50,000 under $75,000",339,187,156,751,225,20933,288,15927,178,197,83,312,78,239,45,348,**,54,37,45,544,95,2159,52,454,76,1098,**,**,199,3766,**,**,180,253,190,701,197,979,172,1841,163,306,336,13078,145,197,**,**,101,156,39,21,**,**,0,0,0,0,0,0,320,1631,323,1726,49,90,274,902
98010,"$75,000 under $100,000",289,203,138,760,269,25354,261,20326,178,142,91,144,81,81,42,476,**,64,135,43,797,62,1783,38,313,49,916,**,**,208,4544,33,183,187,375,204,819,207,1224,195,2479,174,433,288,17190,131,242,**,**,108,189,**,**,**,**,0,0,0,0,0,0,284,2347,287,2476,53,179,232,877
98010,"$100,000 under $200,000",544,475,287,1557,538,75434,492,60208,426,717,247,700,228,480,81,1579,**,158,813,98,3295,138,5606,47,362,96,2076,**,**,471,13238,**,**,435,1269,464,2702,470,4122,439,6756,422,1415,544,55596,254,313,36,8,106,139,54,28,0,0,0,0,0,0,**,**,542,9610,543,9968,157,720,370,1759
98010,"$200,000 or more",141,128,85,439,170,50780,130,31478,119,892,93,1008,89,857,28,1987,**,86,5592,**,**,24,877,**,**,**,**,**,**,131,6047,**,**,118,571,130,1215,131,2002,113,2816,124,851,141,43009,54,153,**,**,0,0,**,**,0,0,0,0,0,0,90,322,141,9841,141,10072,55,1045,72,496
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98011,,"11,143","4,705","4,254","21,852","6,669","812,936","9,395","648,049","5,538","6,944","3,384","12,595","3,104","6,763","1,533","26,500",0,"2,689","14,414","1,153","17,351","1,917","42,767",991,"8,688","1,321","17,153",83,"1,182","4,773","111,177",126,702,"4,147","9,024","4,412","18,697","4,720","29,120","4,094","51,321","3,919","13,642","9,411","584,542","3,670","4,808",262,65,"1,677","2,074",505,266,702,"1,089",803,"1,371",633,"1,142",274,818,"8,831","102,787","9,191","106,910","2,403","9,533","8,135","20,304"
98011,"$1 under $25,000",3143,370,1074,3844,985,37722,2275,26941,948,735,495,1017,441,537,402,2859,**,377,-157,239,1257,453,4228,240,1832,175,278,**,**,295,5420,**,**,237,206,216,764,274,1006,172,1553,207,334,1542,10059,389,142,**,**,77,24,**,**,370,515,572,1009,469,865,**,**,1305,929,1585,1360,359,231,2441,3274
98011,"$25,000 under $50,000",2434,558,888,4228,1248,89815,2057,71674,903,1354,416,1130,373,608,252,2862,**,333,-293,219,2106,377,6515,289,2617,364,2639,26,158,616,10510,43,79,519,596,527,1763,606,2467,452,3943,451,1024,2320,51050,813,693,43,7,392,368,77,38,278,497,231,362,164,277,0,0,2046,5835,2111,6353,353,538,2006,4123
98011,"$50,000 under $75,000",1600,645,646,3079,834,98782,1384,78005,855,977,428,1316,380,819,218,2780,**,309,269,209,3108,319,6792,158,1583,296,4415,**,**,798,14683,**,**,673,967,723,2468,788,3555,668,6861,602,1458,1591,65952,573,750,39,13,353,511,60,33,54,77,0,0,0,0,**,**,1535,9025,1551,9607,382,841,1179,3197
98011,"$75,000 under $100,000",1216,776,464,2795,802,105778,1081,85501,742,879,448,1078,408,665,192,3673,**,339,441,170,3156,261,6633,112,917,205,3985,**,**,771,16540,20,51,663,1233,718,2785,763,4168,672,7724,634,1952,1211,74721,548,805,43,14,353,557,66,35,**,**,0,0,0,0,**,**,1202,10795,1201,11379,290,828,888,2949
98011,"$100,000 under $200,000",2202,1854,880,6202,2146,301510,2083,257292,1608,1557,1187,3531,1111,2585,376,6709,**,950,2910,249,5217,417,12524,192,1739,242,4937,36,470,1794,45286,41,238,1599,4080,1741,7994,1791,12612,1682,23137,1567,6041,2200,229001,1107,1283,114,25,502,614,234,125,**,**,0,0,0,0,41,70,2196,40038,2196,41258,741,2818,1399,5288
98011,"$200,000 or more",548,502,302,1704,654,179329,515,128636,482,1442,410,4523,391,1549,93,7617,**,381,11244,67,2507,90,6075,**,**,39,899,21,554,499,18738,22,334,456,1942,487,2923,498,5312,448,8103,458,2833,547,153759,240,1135,23,6,0,0,68,35,0,0,0,0,0,0,233,748,547,36165,547,36953,278,4277,222,1473
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98012,,"26,171","12,345","10,652","54,824","17,756","1,995,323","22,789","1,613,924","13,019","14,016","7,065","20,860","6,388","13,517","3,739","63,960",26,"5,595","32,754","2,448","45,584","4,056","86,424","2,543","23,615","2,700","36,904",169,"2,574","12,467","296,981",425,"2,396","10,630","22,814","11,625","48,615","12,347","76,975","11,037","148,316","9,993","32,593","22,597","1,414,673","9,504","12,473",602,183,"5,132","6,913","1,376",764,"1,677","2,166","2,160","3,851","1,751","3,186",576,"1,640","21,136","245,300","22,028","255,657","5,278","22,826","19,742","56,217"
98012,"$1 under $25,000",6393,767,2359,7573,1835,76227,4916,57191,1793,1300,800,1706,711,916,831,5574,**,671,-153,383,2548,678,6097,548,4385,247,462,**,**,692,13365,**,**,543,570,520,1825,654,3296,435,4389,411,734,3110,19913,847,342,**,**,145,49,33,13,761,894,1412,2706,1207,2332,**,**,2568,1797,3141,2749,601,470,5187,7508
98012,"$25,000 under $50,000",5361,1390,2101,9636,2908,199535,4565,158238,1880,1847,803,2371,699,1419,699,8710,**,637,503,448,4667,746,12229,689,7122,705,4800,**,**,1486,26598,61,102,1218,1416,1294,4507,1452,6248,1181,11785,1063,2183,5103,110239,1890,1716,73,14,1035,992,167,97,718,1021,748,1145,544,854,**,**,4406,12245,4656,13814,821,1429,4409,10049
98012,"$50,000 under $75,000",3977,1790,1693,8326,2558,246746,3514,201211,2004,2188,903,2482,799,1320,569,6918,26,684,-200,447,6274,712,15151,419,3936,598,8866,42,238,2072,39690,67,194,1721,2556,1887,6856,2047,9912,1779,20067,1551,3677,3955,159917,1643,2319,100,38,1111,1691,164,85,176,224,0,0,0,0,**,**,3768,21245,3832,22511,790,1633,3088,8679
98012,"$75,000 under $100,000",3386,2266,1400,8432,2782,294282,3078,243998,2061,1458,1087,2460,956,1428,528,7327,**,818,1258,400,8359,646,16093,328,3209,487,9124,**,**,2264,49277,62,215,1944,3542,2146,8310,2251,12490,2068,25952,1792,4721,3378,202949,1683,2789,114,26,1220,2021,235,127,22,27,0,0,0,0,**,**,3350,28393,3356,29710,717,2078,2593,9048
98012,"$100,000 under $200,000",5889,5075,2451,17255,6290,797531,5607,692805,4285,3969,2710,6957,2494,4805,917,20549,**,2073,4891,633,16857,1065,28613,502,4523,575,11808,73,1073,4890,126291,172,912,4253,10926,4733,20784,4880,33672,4600,68716,4220,14388,5888,596826,2960,3853,263,79,1621,2160,639,356,0,0,0,0,0,0,99,154,5880,102742,5879,106225,1800,7557,3940,16535
98012,"$200,000 or more",1165,1057,648,3602,1383,381002,1109,260481,996,3254,762,4884,729,3629,195,14882,**,712,26455,137,6879,209,8241,57,440,88,1844,54,1263,1063,41760,63,973,951,3804,1045,6333,1063,11357,974,17407,956,6890,1163,324829,481,1454,52,26,**,**,138,86,0,0,0,0,0,0,477,1486,1164,78878,1164,80648,549,9659,525,4398
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98014,,"3,331","1,594","1,542","6,772","2,075","280,926","2,852","215,296","1,595","3,137","1,009","6,808",940,"4,836",570,"11,086",49,835,"9,174",297,"4,891",499,"10,651",374,"3,294",336,"4,376",24,461,"1,684","44,771",50,234,"1,479","3,433","1,595","8,921","1,674","12,870","1,479","21,293","1,343","4,571","2,775","202,894","1,024","1,149",98,66,469,613,100,55,200,283,263,446,212,359,135,617,"2,606","38,528","2,735","40,167",685,"2,721","2,457","7,435"
98014,"$1 under $25,000",971,121,404,1117,252,11429,734,8763,270,239,133,347,118,202,124,839,24,107,-89,48,322,124,1169,88,572,36,71,0,0,124,2326,**,**,101,97,104,468,122,576,86,964,68,119,461,2984,90,31,**,**,**,**,**,**,98,120,196,347,165,283,0,0,397,282,489,439,100,79,770,1023
98014,"$25,000 under $50,000",639,172,293,1151,341,23429,538,17755,232,243,119,416,109,288,104,1488,**,97,25,53,609,88,1590,96,1006,82,601,**,**,199,3488,24,52,171,216,177,745,198,993,158,1487,141,210,609,12529,199,159,**,**,120,106,**,**,79,135,67,99,47,76,0,0,530,1407,553,1652,111,229,510,1189
98014,"$50,000 under $75,000",453,245,214,963,265,27910,390,21290,207,257,115,478,104,244,90,1698,**,96,-2,54,614,82,2017,71,676,73,1102,**,**,267,5678,**,**,234,378,247,1140,263,1567,228,2648,186,424,441,17265,154,215,40,11,97,147,41,19,23,28,0,0,0,0,**,**,424,2236,432,2482,112,257,329,952
98014,"$75,000 under $100,000",343,245,158,855,267,29598,311,23856,200,128,122,543,111,355,60,873,25,94,82,45,776,66,2158,44,384,55,931,**,**,256,5849,**,**,222,425,243,1139,253,1629,229,2888,212,554,342,19789,168,254,**,**,110,174,**,**,**,**,0,0,0,0,0,0,336,2679,339,2856,73,200,259,960
98014,"$100,000 under $200,000",677,576,327,1913,660,92395,649,79213,472,662,339,1345,325,932,140,2697,**,266,718,76,1865,103,2784,75,656,90,1671,24,461,599,16593,26,182,531,1340,589,3283,599,4791,561,8639,520,1708,674,67945,317,388,58,55,142,186,59,36,**,**,0,0,0,0,**,**,671,11724,674,12201,180,735,478,2190
98014,"$200,000 or more",248,235,146,773,290,96165,230,64419,214,1608,181,3679,173,2815,52,3491,**,175,8440,21,705,36,933,**,**,**,**,**,**,239,10837,**,**,220,977,235,2146,239,3314,217,4667,216,1556,248,82382,96,102,**,**,0,0,**,**,0,0,0,0,0,0,135,617,248,20200,248,20537,109,1221,111,1121
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98019,,"5,067","2,709","2,121","11,460","4,003","450,118","4,493","366,772","2,463","2,416","1,610","5,237","1,502","3,472",861,"13,801",50,"1,408","7,281",485,"9,704",740,"15,835",525,"4,885",458,"6,133",31,422,"2,786","70,687",72,365,"2,455","5,736","2,653","12,906","2,761","19,328","2,528","36,009","2,244","7,448","4,356","324,544","1,812","2,346",144,44,978,"1,305",249,130,302,430,366,586,284,458,176,574,"4,095","58,270","4,292","60,675","1,095","5,266","3,780","11,778"
98019,"$1 under $25,000",1212,136,428,1353,321,13642,951,10165,297,238,171,298,155,135,148,1304,**,146,-78,75,468,109,950,108,944,37,68,**,**,134,2624,**,**,110,80,106,441,125,533,79,772,86,133,576,3390,143,53,**,**,36,14,**,**,141,167,258,405,208,332,0,0,477,312,598,505,124,77,987,1258
98019,"$25,000 under $50,000",864,232,357,1589,497,31975,726,24546,310,245,146,538,137,334,145,1732,25,134,204,76,937,143,2147,112,1162,117,764,**,**,283,5440,**,**,249,337,252,1074,279,1441,219,2143,199,303,798,16937,278,221,27,12,148,140,27,13,120,196,108,181,76,126,0,0,688,1914,746,2224,150,234,692,1515
98019,"$50,000 under $75,000",692,378,340,1575,505,43096,605,33293,349,432,152,430,143,296,127,2282,**,135,73,94,1481,124,2660,105,922,119,1647,**,**,413,8570,28,54,352,532,393,1660,411,2261,370,4145,296,644,686,26176,279,422,**,**,194,308,25,13,41,67,0,0,0,0,**,**,651,3253,660,3647,138,359,539,1651
98019,"$75,000 under $100,000",546,402,214,1429,480,47744,513,40180,312,288,179,556,165,239,104,1478,**,136,66,59,1052,92,2459,75,625,70,1284,31,422,385,8787,**,**,337,629,371,1646,382,2331,364,4674,311,793,545,32052,264,450,25,7,191,335,32,18,**,**,0,0,0,0,**,**,532,4344,538,4636,124,341,415,1454
98019,"$100,000 under $200,000",1398,1226,583,4320,1696,193088,1354,172303,908,756,722,1357,671,1009,273,3780,25,609,1344,146,3441,216,4744,100,986,115,2370,**,**,1229,32341,44,311,1096,2789,1195,5948,1222,9030,1172,18183,1038,3304,1396,142901,718,910,92,25,409,508,129,68,0,0,0,0,0,0,23,19,1393,24573,1396,25406,377,1451,996,4410
98019,"$200,000 or more",355,335,199,1194,504,120573,344,86285,287,457,240,2058,231,1459,64,3225,**,248,5672,35,2325,56,2875,25,246,**,**,**,**,342,12925,**,**,311,1369,336,2137,342,3732,324,6092,314,2271,355,103088,130,290,**,**,0,0,36,18,0,0,0,0,0,0,153,555,354,23874,354,24257,182,2804,151,1490
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98020,,"10,440","4,574","5,247","18,700","4,313","995,528","7,342","551,055","6,438","19,490","4,480","51,677","4,139","39,421","1,796","46,558",0,"3,816","62,146","2,194","55,136","2,788","75,093",735,"6,463","2,601","39,475",146,"2,656","5,275","153,886",175,"1,257","4,772","11,746","4,864","26,843","5,233","40,879","3,885","55,463","4,591","25,663","8,810","746,180","3,452","4,867",252,80,998,"1,316",340,190,305,356,556,755,440,619,500,"2,813","8,323","148,931","8,639","155,745","2,629","20,029","6,604","20,026"
98020,"$1 under $25,000",2835,321,1128,2858,311,32843,1698,19012,1183,1404,783,2349,704,1329,385,2752,**,681,-76,393,2465,521,4692,191,1485,222,490,**,**,491,9522,**,**,428,382,379,1498,477,1948,245,2221,344,588,1374,8635,339,108,**,**,36,11,**,**,132,150,412,530,326,445,**,**,1136,821,1363,1258,391,298,1941,2449
98020,"$25,000 under $50,000",2041,501,925,3068,537,75329,1419,46523,1041,1741,642,2770,586,1582,285,3088,**,524,328,407,4296,570,10561,229,2149,635,4571,**,**,696,14385,33,44,614,824,582,2409,684,3391,411,3939,555,1292,1906,41572,603,417,49,10,202,193,44,25,124,150,144,225,114,174,**,**,1743,4733,1803,5303,397,566,1523,3264
98020,"$50,000 under $75,000",1496,573,774,2606,537,92726,1047,54581,946,1923,633,3320,580,1945,249,4376,**,534,984,362,5496,507,12758,104,946,543,8149,30,281,811,16701,48,168,724,1078,737,3105,804,4353,580,6192,665,1529,1476,61083,530,511,33,7,202,313,44,22,49,56,0,0,0,0,**,**,1422,8401,1441,9130,419,898,968,2504
98020,"$75,000 under $100,000",1140,730,638,2461,593,98932,832,59173,827,1948,552,3692,515,2493,217,4232,**,440,775,321,7031,382,11570,87,834,412,8226,**,**,763,18269,**,**,700,1313,727,3387,761,4922,601,7403,684,2323,1132,68014,516,597,40,9,239,365,47,27,**,**,0,0,0,0,**,**,1111,9648,1118,10346,308,1015,739,2557
98020,"$100,000 under $200,000",2038,1681,1101,5240,1523,279138,1627,184490,1628,4523,1178,8589,1092,6195,443,13056,**,985,5130,492,16941,593,22923,103,866,568,12551,47,745,1673,47904,48,304,1527,4260,1615,8630,1668,13534,1410,21521,1542,6483,2033,208038,996,1045,96,24,319,434,148,86,**,**,0,0,0,0,54,100,2023,35830,2026,37753,726,3548,1132,5283
98020,"$200,000 or more",890,768,681,2467,812,416560,719,187276,813,7951,692,30957,662,25877,217,19054,**,652,55005,219,18907,215,12589,21,183,221,5488,69,1630,841,47105,46,741,779,3889,824,7814,839,12731,638,14187,801,13448,889,358838,468,2189,34,30,0,0,57,30,0,0,0,0,0,0,446,2713,888,89498,888,91955,388,13704,301,3969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98021,,"13,207","6,548","5,120","27,795","8,909","1,047,918","11,415","855,374","6,889","7,480","3,824","9,815","3,485","5,885","1,896","27,472",0,"3,051","20,151","1,306","21,462","2,151","42,347","1,221","11,369","1,386","16,906",85,985,"6,237","151,216",182,"1,462","5,438","12,058","5,848","23,692","6,182","38,333","5,521","76,895","5,098","17,308","11,337","751,678","4,629","5,835",323,75,"2,325","3,169",787,392,621,827,859,"1,446",696,"1,166",316,778,"10,741","130,714","11,123","135,499","2,791","10,494","9,787","27,224"
98021,"$1 under $25,000",3412,422,1163,3660,685,39486,2521,28634,1109,882,481,960,432,505,351,2536,**,380,-189,269,1632,491,4406,266,2170,170,296,**,**,356,6382,24,37,285,249,282,943,342,1265,205,1988,237,392,1682,10552,347,138,**,**,53,22,**,**,270,344,572,945,478,785,**,**,1453,1111,1697,1509,375,331,2656,3277
98021,"$25,000 under $50,000",2411,642,914,4114,1071,88775,2002,68283,907,1010,374,998,330,561,340,3803,**,315,-5,253,2652,402,6396,313,3234,410,2610,**,**,669,11973,**,**,557,655,569,1884,649,2670,505,5249,485,991,2283,49448,719,599,26,4,330,317,71,35,267,395,287,501,218,381,0,0,2017,5692,2128,6412,384,577,1971,4391
98021,"$50,000 under $75,000",1958,886,805,4029,1185,121595,1726,97576,994,885,477,1303,413,748,288,3815,**,353,-79,217,3054,376,8825,217,2181,340,4914,30,174,944,18138,24,77,805,1166,864,2959,936,4362,816,9100,739,1623,1948,79740,766,1052,63,12,497,773,85,38,64,71,0,0,0,0,**,**,1875,10677,1898,11349,411,833,1497,4098
98021,"$75,000 under $100,000",1589,1127,663,4047,1331,138303,1470,116834,976,773,520,1041,461,589,249,3649,**,379,398,187,3412,299,6682,168,1467,219,4030,**,**,1064,23001,31,95,923,1703,1011,3702,1057,5661,976,12191,880,2378,1588,94956,829,1263,66,12,554,915,104,49,20,17,0,0,0,0,**,**,1568,13062,1572,13747,318,1013,1243,4292
98021,"$100,000 under $200,000",3123,2797,1210,9629,3709,429299,3011,381410,2285,2063,1493,2985,1397,1963,553,8423,**,1173,2457,303,7586,483,12540,228,2141,211,4278,55,811,2559,67127,66,353,2291,5941,2487,10628,2555,17403,2423,37389,2189,7595,3122,320462,1662,2109,136,39,891,1142,406,209,**,**,0,0,0,0,63,81,3115,54987,3114,56607,934,3639,2119,8761
98021,"$200,000 or more",714,674,365,2316,928,230460,685,162637,618,1867,479,2528,452,1519,115,5246,**,451,17569,77,3126,100,3498,29,176,36,778,**,**,645,24595,37,900,577,2344,635,3576,643,6972,596,10978,568,4329,714,196520,306,674,32,8,**,**,121,61,0,0,0,0,0,0,253,697,713,45185,714,45875,369,4101,301,2405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98022,,"10,153","4,505","5,435","20,335","6,307","635,233","8,342","460,353","4,404","6,999","2,287","7,749","2,045","4,764","1,261","20,512",247,"1,723","13,199","1,098","20,615","2,224","51,754","1,214","9,764","1,519","19,046",43,595,"4,263","99,107",93,414,"3,907","8,121","4,020","17,468","4,242","27,171","3,639","44,330","3,338","10,489","8,269","428,849","3,158","3,974",305,92,"1,700","2,326",277,144,859,"1,235","1,053","1,943",883,"1,688",169,669,"7,617","70,987","7,963","74,489","1,775","8,057","7,844","20,742"
98022,"$1 under $25,000",3273,464,1473,4166,1043,39620,2452,27252,867,850,399,805,340,403,313,2114,32,326,-193,242,1252,542,5630,350,2534,190,330,**,**,358,6756,**,**,309,271,288,980,353,1944,205,1727,229,388,1536,9190,335,121,**,**,94,35,24,8,434,519,704,1385,618,1248,**,**,1294,852,1530,1187,265,192,2731,3973
98022,"$25,000 under $50,000",2273,702,1149,4360,1397,83061,1830,61002,776,926,369,1185,327,580,241,2646,48,278,377,224,2440,484,8985,316,2938,470,3153,**,**,638,10971,**,**,560,722,566,2005,629,2817,500,4482,428,819,2146,43723,766,620,41,12,456,429,44,24,340,586,349,558,265,440,**,**,1836,4818,1920,5350,336,503,1874,4470
98022,"$50,000 under $75,000",1524,777,891,3392,1095,94322,1296,71105,722,964,362,927,323,525,193,2193,37,261,440,196,2687,379,9264,245,1867,314,4509,**,**,809,17407,50,102,746,1194,762,2784,806,4062,695,7607,590,1228,1510,59392,642,896,66,12,428,686,48,22,85,130,0,0,0,0,**,**,1432,7548,1451,7998,279,622,1202,3778
