"Table 1-- Individual Income Tax Returns: Selected Income and Tax Items by State, ZIP Code, and Size of Adjusted Gross Income, Tax Year 1998",,,,,,,,,,,,,,,,,,
(Money amounts in thousands of dollars),,,,,,,,,,,,,,,,,,
WASHINGTON           ,,,,,,,,,,,,,,,,,,
,,      Number of Exemptions      ,,,Salaries and Wages   ,,Taxable Interest,,Earned Income Credit  ,,Total Tax,,Schedule C,,Schedule F  ,, Schedule A Deductions ,
"$25,000 under $50,000","5,745","9,579","2,453","208,647","5,295","182,190","3,353","3,199",116,46,"5,678","23,072",696,806,**        ,**        ,"1,884","20,983"
"$50,000 or more      ","7,026","18,186","5,910","842,507","6,509","647,241","5,910","18,990",--        ,--        ,"7,020","182,001","1,392","1,609",14,17,"4,949","85,416"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98035                ,527,878,211,"39,027",461,"17,545",288,969,47,56,476,"7,313",79,88,**        ,**        ,130,"2,095"
"Under $10,000        ",66,82,24,-631,50,291,18,221,23,20,30,29,17,19,**        ,**        ,*       13,*        166
"$10,000 under $25,000",129,190,46,"2,307",114,"1,874",51,44,*       24,*       36,115,171,10,12,--        ,--        ,**        ,**          
"$25,000 under $50,000",192,314,76,"6,913",178,"6,165",107,165,**        ,**        ,191,786,24,25,**        ,**        ,42,507
"$50,000 or more      ",140,292,65,"30,438",119,"9,215",112,539,--        ,--        ,140,"6,327",28,32,**        ,**        ,75,"1,422"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98036                ,"14,718","28,606","9,045","590,526","13,067","482,307","8,396","11,209","1,379","1,856","12,640","75,495","1,969","2,291",16,19,"5,276","74,435"
"Under $10,000        ","2,643","2,190",505,"11,964","2,157","10,739",896,551,621,600,"1,116",399,250,288,**        ,**        ,82,984
"$10,000 under $25,000","3,445","5,172","1,256","60,206","2,900","48,656","1,353","1,878",661,"1,218","2,962","4,274",343,404,--        ,--        ,373,"4,117"
"$25,000 under $50,000","4,154","8,275","2,540","150,667","3,808","129,484","2,393","2,380",97,38,"4,090","15,141",538,640,**        ,**        ,"1,474","16,962"
"$50,000 or more      ","4,476","12,969","4,744","367,689","4,202","293,428","3,754","6,400",--        ,--        ,"4,472","55,681",838,959,*       16,*       19,"3,347","52,372"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98037                ,"18,883","35,980","10,961","735,917","16,864","608,443","10,174","13,786","1,866","2,640","16,327","95,318","2,435","2,816",25,25,"5,878","82,390"
"Under $10,000        ","3,136","2,761",647,"6,057","2,563","12,914",983,763,736,809,"1,258",498,294,351,**        ,**        ,114,"1,349"
"$10,000 under $25,000","4,698","7,194","1,799","82,554","4,008","67,458","1,784","2,276",968,"1,762","4,106","5,786",483,549,*       14,*       14,451,"5,016"
"$25,000 under $50,000","5,685","11,137","3,342","206,065","5,254","178,844","3,047","3,576",162,69,"5,606","21,165",707,837,**        ,**        ,"1,591","18,680"
"$50,000 or more      ","5,364","14,888","5,173","441,241","5,039","349,227","4,360","7,171",--        ,--        ,"5,357","67,869",951,"1,079",11,11,"3,722","57,345"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98038                ,"9,511","21,331","7,477","563,261","8,463","451,667","6,563","10,307",449,620,"8,521","84,614","1,465","1,711",90,94,"5,153","84,790"
"Under $10,000        ","1,428",833,183,"5,547","1,111","5,411",587,373,189,201,655,250,118,138,*       15,*       17,51,666
"$10,000 under $25,000","1,275","1,853",416,"22,059",991,"16,332",602,863,222,401,"1,095","1,544",151,176,**        ,**        ,182,"2,315"
"$25,000 under $50,000","2,072","4,233","1,318","78,139","1,855","65,129","1,316","1,531",38,18,"2,043","7,754",351,423,16,16,958,"11,644"
"$50,000 or more      ","4,736","14,412","5,560","457,516","4,506","364,795","4,058","7,540",--        ,--        ,"4,728","75,066",845,974,59,61,"3,962","70,165"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98039                ,"1,514","2,838",837,"827,810",971,"362,817","1,272","27,541",23,21,"1,344","233,947",301,354,11,12,816,"62,181"
"Under $10,000        ",305,124,19,"-2,763",149,"1,370",191,907,*       23,*       21,175,71,20,21,--        ,--        ,25,"1,308"
"$10,000 under $25,000",165,170,13,"2,720",88,"1,090",119,276,**        ,**        ,143,314,22,23,--        ,--        ,37,704
"$25,000 under $50,000",181,284,66,"6,605",121,"3,405",134,378,**        ,**        ,169,709,35,38,--        ,--        ,70,"1,439"
"$50,000 or more      ",863,"2,260",739,"821,248",613,"356,952",828,"25,980",--        ,--        ,857,"232,853",224,272,11,12,684,"58,730"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98040                ,"11,614","21,680","6,466","1,818,661","8,023","891,154","9,472","67,274",229,250,"10,380","453,904","2,207","2,582",40,44,"5,530","169,315"
"Under $10,000        ","2,361",985,153,-671,"1,316","6,593","1,439","1,707",132,89,"1,365",720,155,175,**        ,**        ,130,"3,094"
"$10,000 under $25,000","1,449","1,660",214,"24,822",936,"13,969",965,"2,299",83,153,"1,296","1,938",194,233,**        ,**        ,228,"3,508"
"$25,000 under $50,000","1,850","2,828",550,"68,288","1,298","42,266","1,422","4,448",14,8,"1,790","7,785",294,339,**        ,**        ,600,"9,386"
"$50,000 or more      ","5,954","16,207","5,549","1,726,222","4,473","828,326","5,646","58,820",--        ,--        ,"5,929","443,461","1,564","1,835",*       40,*       44,"4,572","153,327"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98041                ,618,"1,045",234,"17,791",501,"19,280",384,"1,827",48,62,553,"4,795",133,151,**        ,**        ,191,"3,226"
"Under $10,000        ",91,110,23,"-10,955",64,413,36,372,31,31,43,26,26,29,--        ,--        ,**        ,**          
"$10,000 under $25,000",156,210,34,"2,705",119,"1,937",76,149,17,31,142,217,34,39,--        ,--        ,*       30,*        524
"$25,000 under $50,000",192,319,68,"6,874",166,"5,546",120,166,--        ,--        ,190,781,30,34,--        ,--        ,53,749
"$50,000 or more      ",179,406,109,"19,167",152,"11,384",152,"1,140",--        ,--        ,178,"3,771",43,49,**        ,**        ,108,"1,953"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98042                ,"16,575","35,779","12,685","917,869","14,823","721,484","10,755","18,334",998,"1,403","14,645","141,710","2,237","2,572",88,90,"8,147","125,344"
"Under $10,000        ","2,894","1,695",432,"10,149","2,378","11,877","1,120",652,408,451,"1,393",500,190,211,*       14,*       14,84,"1,164"
"$10,000 under $25,000","2,523","3,707",941,"43,857","2,073","33,998","1,113","1,527",486,907,"2,175","3,033",237,284,**        ,**        ,338,"3,882"
"$25,000 under $50,000","3,875","8,394","2,899","144,974","3,544","124,256","2,260","2,319",104,45,"3,802","13,993",561,648,22,23,"1,754","20,790"
"$50,000 or more      ","7,283","21,983","8,413","718,889","6,828","551,353","6,262","13,836",--        ,--        ,"7,275","124,184","1,249","1,429",52,53,"5,971","99,508"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98043                ,"9,634","17,820","5,390","343,187","8,634","288,394","5,106","5,914",927,"1,229","8,344","40,870","1,178","1,363",**        ,**        ,"3,004","35,519"
"Under $10,000        ","1,604","1,408",324,"6,963","1,336","6,921",494,306,378,401,659,249,176,201,**        ,**        ,55,553
"$10,000 under $25,000","2,447","3,721",902,"43,021","2,040","34,148","1,027","1,279",457,787,"2,149","3,035",246,284,--        ,--        ,284,"2,726"
"$25,000 under $50,000","3,222","6,351","1,995","117,581","3,034","104,469","1,739","1,494",92,41,"3,178","12,026",407,477,**        ,**        ,"1,130","12,013"
"$50,000 or more      ","2,361","6,340","2,169","175,622","2,224","142,856","1,846","2,835",--        ,--        ,"2,358","25,560",349,401,**        ,**        ,"1,535","20,227"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98045                ,"6,100","12,773","4,220","354,199","5,479","293,710","3,852","5,576",382,535,"5,398","57,728",950,"1,130",22,22,"2,978","49,354"
"Under $10,000        ",988,649,136,"2,925",801,"4,091",352,260,154,179,432,188,86,98,*       10,*       10,45,842
"$10,000 under $25,000","1,043","1,511",352,"18,163",858,"13,894",444,711,191,337,928,"1,336",121,133,**        ,**        ,144,"1,670"
"$25,000 under $50,000","1,342","2,734",882,"50,083","1,225","42,582",794,975,37,19,"1,314","5,066",220,272,**        ,**        ,578,"7,231"
"$50,000 or more      ","2,727","7,879","2,850","283,028","2,595","233,143","2,262","3,630",--        ,--        ,"2,724","51,138",523,627,12,12,"2,211","39,611"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98046                ,785,"1,248",280,"34,742",650,"21,553",391,"1,682",113,95,672,"6,363",135,170,**        ,**        ,181,"3,097"
"Under $10,000        ",145,145,15,278,105,538,47,86,67,23,58,20,21,27,--        ,--        ,**        ,**          
"$10,000 under $25,000",228,335,72,"3,980",185,"3,023",85,131,*       46,*       72,207,322,39,44,--        ,--        ,*       27,*        285
"$25,000 under $50,000",235,390,93,"8,311",213,"6,952",126,138,**        ,**        ,231,980,32,41,--        ,--        ,50,590
"$50,000 or more      ",177,378,100,"22,173",147,"11,040",133,"1,327",--        ,--        ,176,"5,041",43,58,**        ,**        ,104,"2,222"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98047                ,"2,271","4,678","1,701","82,685","2,119","74,087","1,049",903,309,455,"1,913","9,420",203,243,**        ,**        ,709,"8,536"
"Under $10,000        ",396,375,110,"1,810",346,"1,881",84,39,113,138,140,41,26,33,**        ,**        ,**        ,**          
"$10,000 under $25,000",521,880,288,"9,047",457,"7,568",152,182,160,300,429,568,39,44,**        ,**        ,*       47,*        510
"$25,000 under $50,000",741,"1,618",605,"26,812",716,"24,839",340,227,36,17,732,"2,572",63,78,**        ,**        ,232,"2,370"
"$50,000 or more      ",613,"1,805",698,"45,016",600,"39,799",473,455,--        ,--        ,612,"6,239",75,88,**        ,**        ,430,"5,656"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98050                ,317,625,192,"47,268",264,"30,136",223,"1,455",10,16,283,"13,170",68,85,**        ,**        ,154,"4,989"
"Under $10,000        ",48,24,4,-6,38,268,20,8,*       10,*       16,22,9,*       15,*       17,--        ,--        ,*       10,*        146
"$10,000 under $25,000",51,62,7,881,37,613,25,87,**        ,**        ,48,76,**        ,**        ,**        ,**        ,**        ,**          
"$25,000 under $50,000",70,125,28,"2,652",59,"1,967",47,50,--        ,--        ,65,285,14,19,--        ,--        ,31,459
"$50,000 or more      ",148,414,153,"43,741",130,"27,288",131,"1,310",--        ,--        ,148,"12,800",39,49,**        ,**        ,113,"4,384"
                     ,          ,          ,          ,            ,          ,            ,          ,          ,          ,          ,          ,            ,          ,          ,          ,          ,          ,            
98051                ,"1,312","2,776",926,"62,546","1,152","50,682",847,"1,102",95,122,"1,140","9,064",194,225,27,27,562,"8,340"
